id,run_mode_id,operator,machine,part_number,job,ideal_units_per_hour,ideal_cycle_time_seconds,start_date,end_date,active,notes,cavity_count,entry_mode,machine_cycle_time,created_by,created_at,updated_by,updated_at
103,1,Any,800T INJ,25728545,SO# 655630 / 655630,114.000080750057,31.578925,2026-02-27,,True,Hardcoded Seed Data,1,seconds,,,2026-02-27 01:21:45.286544,,2026-02-27 01:21:45.286634
104,1,Any,800T INJ,25728546,SO# 655640 / 655640,114.000080750057,31.578925,2026-02-27,,True,Hardcoded Seed Data,1,seconds,,,2026-02-27 01:21:45.286821,,2026-02-27 01:21:45.286904
105,1,Any,800T INJ,25741484,SO# 655660 / 655660,114.000080750057,31.578925,2026-02-27,,True,Hardcoded Seed Data,1,seconds,,,2026-02-27 01:21:45.287095,,2026-02-27 01:21:45.287195
106,1,Any,800T INJ,25728543,SO# 655670 / 655670,228.000342000513,15.78945,2026-02-27,,True,Hardcoded Seed Data,1,seconds,,,2026-02-27 01:21:45.287431,,2026-02-27 01:21:45.287515
107,1,Any,800T INJ,52089330AB,SO# 656080 / 656080,200.00019045157,17.999982859375,2026-02-27,,True,Hardcoded Seed Data,1,seconds,,,2026-02-27 01:21:45.287718,,2026-02-27 01:21:45.287806
108,1,Any,800T INJ,52089328AC,SO# 656090 / 656090,200.00019045157,17.999982859375,2026-02-27,,True,Hardcoded Seed Data,1,seconds,,,2026-02-27 01:21:45.288012,,2026-02-27 01:21:45.288103
109,1,Any,500T INJ,8525967,SO# 656800 / 656800,144.0,25.0,2026-02-27,,True,Hardcoded Seed Data,1,seconds,,,2026-02-27 01:21:45.288316,,2026-02-27 01:21:45.288405
110,1,Any,400T,12681-1,SO# 656801 / 656801,80.0,45.0,2026-02-27,,True,Hardcoded Seed Data,1,seconds,,,2026-02-27 01:21:45.288595,,2026-02-27 01:21:45.288694
111,1,Any,TRIM,26118065,SO# 657310 / 657310,358.923230309073,10.03,2026-02-27,,True,Hardcoded Seed Data,1,seconds,,,2026-02-27 01:21:45.288931,,2026-02-27 01:21:45.289015
112,1,Any,Asy01,05085896AA,SO# 657360 / 657360,186.250569098961,19.3288,2026-02-27,,True,Hardcoded Seed Data,1,seconds,,,2026-02-27 01:21:45.289209,,2026-02-27 01:21:45.289329
113,1,Any,800T INJ,064299-004,SO# 657460 / 657460,25.0,144.0,2026-02-27,,True,Hardcoded Seed Data,1,seconds,,,2026-02-27 01:21:45.289522,,2026-02-27 01:21:45.289613
